StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label
"jueves, 18 de agosto de 2011",0.0001620,udp,147.32.85.25,54863,<->,147.32.80.9,53,CON,0,0,2,208,79,flow=Background
"jueves, 18 de agosto de 2011",0.0002230,udp,147.32.85.25,59070,<->,147.32.80.9,53,CON,0,0,2,207,66,flow=Background
"jueves, 18 de agosto de 2011",0.0006540,udp,147.32.86.208,55901,<->,147.32.80.9,53,CON,0,0,2,604,84,flow=Background
"jueves, 18 de agosto de 2011",0.0002990,udp,147.32.86.208,58251,<->,147.32.80.9,53,CON,0,0,2,262,84,flow=Background
"jueves, 18 de agosto de 2011",0.0002320,udp,147.32.86.208,57169,<->,147.32.80.9,53,CON,0,0,2,310,80,flow=Background
"jueves, 18 de agosto de 2011",0.0002320,udp,147.32.86.208,49955,<->,147.32.80.9,53,CON,0,0,2,233,80,flow=Background
"jueves, 18 de agosto de 2011",0.0003560,udp,147.32.85.25,55655,<->,147.32.80.9,53,CON,0,0,2,208,79,flow=Background
"jueves, 18 de agosto de 2011",0.0002190,udp,147.32.85.25,60675,<->,147.32.80.9,53,CON,0,0,2,207,66,flow=Background
"jueves, 18 de agosto de 2011",0.0002780,udp,147.32.84.59,57929,<->,147.32.80.9,53,CON,0,0,2,208,79,flow=Background
"jueves, 18 de agosto de 2011",0.0003240,udp,147.32.86.135,49896,<->,147.32.80.9,53,CON,0,0,2,249,83,flow=Background
"jueves, 18 de agosto de 2011",0.0211140,udp,147.32.86.208,60581,<->,147.32.80.9,53,CON,0,0,2,385,86,flow=Background
"jueves, 18 de agosto de 2011",1161269990000000.0000000,tcp,147.32.86.208,8728, ->,74.125.232.200,80,FSPA_FSPA,0,0,15,3605,2464,flow=Background
"jueves, 18 de agosto de 2011",0.0002640,udp,147.32.86.208,60136,<->,147.32.80.9,53,CON,0,0,2,228,86,flow=Background
"jueves, 18 de agosto de 2011",0.0003490,udp,147.32.84.138,56328,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0003270,udp,147.32.84.138,41158,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002710,udp,147.32.84.138,48438,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0003280,udp,147.32.84.138,60299,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002490,udp,147.32.84.138,45289,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0001790,udp,147.32.84.138,54483,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002160,udp,147.32.84.138,52747,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002710,udp,147.32.84.138,50433,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0003630,udp,147.32.84.138,36091,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002100,udp,147.32.84.138,55772,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002320,udp,147.32.84.138,44135,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002050,udp,147.32.84.138,49625,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002200,udp,147.32.84.138,39053,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002650,udp,147.32.84.138,45108,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0003260,udp,147.32.86.20,51173,<->,147.32.80.9,53,CON,0,0,2,314,85,flow=Background
"jueves, 18 de agosto de 2011",0.0040240,udp,147.32.85.89,43477,<->,147.32.80.9,53,CON,0,0,2,315,80,flow=Background
"jueves, 18 de agosto de 2011",0.0002490,udp,147.32.85.89,43477,<->,147.32.80.9,53,CON,0,0,2,214,80,flow=Background
"jueves, 18 de agosto de 2011",50002810000000.0000000,tcp,147.32.84.171,50786, ->,147.32.80.13,80,FSPA_FSA,0,0,9,1137,865,flow=Background
"jueves, 18 de agosto de 2011",0.0003380,udp,147.32.84.59,58004,<->,147.32.80.9,53,CON,0,0,2,328,68,flow=Background
"jueves, 18 de agosto de 2011",0.0173320,udp,147.32.84.59,58802,<->,147.32.80.9,53,CON,0,0,2,238,76,flow=Background
"jueves, 18 de agosto de 2011",0.0208480,udp,147.32.84.59,63409,<->,147.32.80.9,53,CON,0,0,2,227,68,flow=Background
"jueves, 18 de agosto de 2011",0.0215000,udp,147.32.84.59,62491,<->,147.32.80.9,53,CON,0,0,2,340,71,flow=Background
"jueves, 18 de agosto de 2011",0.0002790,udp,147.32.86.208,63833,<->,147.32.80.9,53,CON,0,0,2,260,79,flow=Background
"jueves, 18 de agosto de 2011",0.0003530,udp,147.32.86.208,54267,<->,147.32.80.9,53,CON,0,0,2,210,79,flow=Background
"jueves, 18 de agosto de 2011",0.0004590,udp,147.32.84.59,62277,<->,147.32.80.9,53,CON,0,0,2,197,76,flow=Background
"jueves, 18 de agosto de 2011",0.0252280,udp,147.32.84.59,63598,<->,147.32.80.9,53,CON,0,0,2,214,71,flow=Background
"jueves, 18 de agosto de 2011",0.0003450,udp,147.32.84.59,63365,<->,147.32.80.9,53,CON,0,0,2,312,77,flow=Background
"jueves, 18 de agosto de 2011",0.0003770,udp,147.32.84.59,63589,<->,147.32.80.9,53,CON,0,0,2,224,77,flow=Background
"jueves, 18 de agosto de 2011",0.0003380,udp,147.32.84.59,58552,<->,147.32.80.9,53,CON,0,0,2,296,76,flow=Background
"jueves, 18 de agosto de 2011",0.0176960,udp,147.32.84.59,63295,<->,147.32.80.9,53,CON,0,0,2,255,76,flow=Background
"jueves, 18 de agosto de 2011",0.0004180,udp,147.32.86.208,51916,<->,147.32.80.9,53,CON,0,0,2,308,80,flow=Background
"jueves, 18 de agosto de 2011",0.0002610,udp,147.32.86.208,63258,<->,147.32.80.9,53,CON,0,0,2,223,80,flow=Background
"jueves, 18 de agosto de 2011",0.0004680,udp,147.32.85.123,56544,<->,147.32.80.9,53,CON,0,0,2,239,81,flow=Background
"jueves, 18 de agosto de 2011",0.1077860,udp,147.32.85.123,39556,<->,147.32.80.9,53,CON,0,0,2,581,81,flow=Background
"jueves, 18 de agosto de 2011",0.0296800,udp,147.32.84.59,55279,<->,147.32.80.9,53,CON,0,0,2,407,85,flow=Background
"jueves, 18 de agosto de 2011",2393726200000000.0000000,tcp,147.32.85.123,33434, ->,74.125.232.205,443,FSPA_FSPA,0,0,34,6497,4314,flow=Background
"jueves, 18 de agosto de 2011",0.0004960,udp,147.32.84.59,54349,<->,147.32.80.9,53,CON,0,0,2,407,85,flow=Background
"jueves, 18 de agosto de 2011",0.0004130,udp,147.32.86.208,62922,<->,147.32.80.9,53,CON,0,0,2,258,78,flow=Background
"jueves, 18 de agosto de 2011",0.0002290,udp,147.32.86.208,56567,<->,147.32.80.9,53,CON,0,0,2,208,78,flow=Background
"jueves, 18 de agosto de 2011",0.0690880,udp,147.32.86.208,49327,<->,147.32.80.9,53,CON,0,0,2,580,83,flow=Background
"jueves, 18 de agosto de 2011",0.0004130,udp,147.32.86.208,62543,<->,147.32.80.9,53,CON,0,0,2,310,80,flow=Background
"jueves, 18 de agosto de 2011",0.0001820,udp,147.32.86.208,59528,<->,147.32.80.9,53,CON,0,0,2,233,80,flow=Background
"jueves, 18 de agosto de 2011",0.0003000,udp,147.32.86.208,64936,<->,147.32.80.9,53,CON,0,0,2,308,83,flow=Background
"jueves, 18 de agosto de 2011",0.0002340,udp,147.32.84.138,38819,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0001750,udp,147.32.84.138,36485,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002550,udp,147.32.86.20,56149,<->,147.32.80.9,53,CON,0,0,2,261,84,flow=Background
"jueves, 18 de agosto de 2011",0.0002580,udp,147.32.84.138,47543,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0003020,udp,147.32.84.138,32800,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0001480,udp,147.32.84.138,38509,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002120,udp,147.32.84.138,42277,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0001960,udp,147.32.84.138,39026,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0003320,udp,147.32.84.138,38696,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002510,udp,147.32.84.138,52385,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002370,udp,147.32.84.138,39628,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0081700,udp,147.32.86.208,64534,<->,147.32.80.9,53,CON,0,0,2,244,75,flow=Background
"jueves, 18 de agosto de 2011",0.0003060,udp,147.32.84.138,35643,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0003560,udp,147.32.84.138,43653,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0041830,udp,147.32.86.208,52181,<->,147.32.80.9,53,CON,0,0,2,215,75,flow=Background
"jueves, 18 de agosto de 2011",2007025450000000.0000000,tcp,147.32.86.179,49296,<?>,74.125.232.195,80,FA_FRA,0,0,14,870,420,flow=Background
"jueves, 18 de agosto de 2011",2006825560000000.0000000,tcp,147.32.86.179,49324,<?>,74.125.232.195,80,FA_FRA,0,0,14,870,420,flow=Background
"jueves, 18 de agosto de 2011",2006825560000000.0000000,tcp,147.32.86.179,49319,<?>,74.125.232.194,80,FA_FRA,0,0,14,870,420,flow=Background
"jueves, 18 de agosto de 2011",2006646580000000.0000000,tcp,147.32.86.179,49317,<?>,74.125.232.194,80,FA_FRA,0,0,14,870,420,flow=Background
"jueves, 18 de agosto de 2011",2006546630000000.0000000,tcp,147.32.86.179,49321,<?>,74.125.232.194,80,FA_FRA,0,0,14,870,420,flow=Background
"jueves, 18 de agosto de 2011",0.0002930,udp,147.32.84.59,44603,<->,147.32.80.9,53,CON,0,0,2,218,74,flow=Background
"jueves, 18 de agosto de 2011",0.0002970,udp,147.32.84.59,43590,<->,147.32.80.9,53,CON,0,0,2,400,74,flow=Background
"jueves, 18 de agosto de 2011",0.0004110,udp,147.32.85.34,56074,<->,147.32.80.9,53,CON,0,0,2,322,84,flow=Background
"jueves, 18 de agosto de 2011",0.0003220,udp,147.32.85.34,57816,<->,147.32.80.9,53,CON,0,0,2,323,85,flow=Background
"jueves, 18 de agosto de 2011",0.0002470,udp,147.32.85.34,58183,<->,147.32.80.9,53,CON,0,0,2,294,78,flow=Background
"jueves, 18 de agosto de 2011",0.0003600,udp,147.32.85.34,64127,<->,147.32.80.9,53,CON,0,0,2,292,77,flow=Background
"jueves, 18 de agosto de 2011",0.0002450,udp,147.32.84.59,52361,<->,147.32.80.9,53,CON,0,0,2,256,85,flow=Background
"jueves, 18 de agosto de 2011",0.0002850,udp,147.32.84.59,41893,<->,147.32.80.9,53,CON,0,0,2,358,85,flow=Background
"jueves, 18 de agosto de 2011",0.1074170,udp,147.32.84.59,41946,<->,147.32.80.9,53,CON,0,0,2,207,75,flow=Background
"jueves, 18 de agosto de 2011",0.0002820,udp,147.32.85.34,58126,<->,147.32.80.9,53,CON,0,0,2,322,84,flow=Background
"jueves, 18 de agosto de 2011",0.0003180,udp,147.32.85.34,65213,<->,147.32.80.9,53,CON,0,0,2,323,85,flow=Background
"jueves, 18 de agosto de 2011",0.0003910,udp,147.32.84.59,52413,<->,147.32.80.9,53,CON,0,0,2,226,88,flow=Background
"jueves, 18 de agosto de 2011",0.0002680,udp,147.32.85.34,62255,<->,147.32.80.9,53,CON,0,0,2,294,78,flow=Background
"jueves, 18 de agosto de 2011",0.0002690,udp,147.32.84.59,49749,<->,147.32.80.9,53,CON,0,0,2,309,75,flow=Background
"jueves, 18 de agosto de 2011",0.0002540,udp,147.32.85.34,58496,<->,147.32.80.9,53,CON,0,0,2,292,77,flow=Background
"jueves, 18 de agosto de 2011",0.0002870,udp,147.32.84.138,59457,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0003350,udp,147.32.84.138,36523,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002540,udp,147.32.84.138,55493,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0003010,udp,147.32.84.138,52676,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0001720,udp,147.32.84.138,41277,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0003590,udp,147.32.84.138,59210,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0001780,udp,147.32.84.138,41066,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002520,udp,147.32.84.138,48138,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0003430,udp,147.32.84.138,41357,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0001920,udp,147.32.84.138,57858,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002040,udp,147.32.84.138,40698,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0001790,udp,147.32.84.138,35442,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0001930,udp,147.32.84.138,44071,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0001440,udp,147.32.84.138,37266,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",50002680000000.0000000,tcp,147.32.84.171,50787, ->,147.32.80.13,80,FSPA_FSA,0,0,9,1137,865,flow=Background
"jueves, 18 de agosto de 2011",0.0100790,udp,147.32.84.59,41173,<->,147.32.80.9,53,CON,0,0,2,232,79,flow=Background
"jueves, 18 de agosto de 2011",0.0005090,udp,147.32.84.59,42938,<->,147.32.80.9,53,CON,0,0,2,574,79,flow=Background
"jueves, 18 de agosto de 2011",0.0003490,udp,147.32.86.20,55138,<->,147.32.80.9,53,CON,0,0,2,314,85,flow=Background
"jueves, 18 de agosto de 2011",0.2335200,udp,147.32.84.59,47170,<->,147.32.80.9,53,CON,0,0,2,150,75,flow=Background
"jueves, 18 de agosto de 2011",0.0002950,udp,147.32.84.59,56555,<->,147.32.80.9,53,CON,0,0,2,221,75,flow=Background
"jueves, 18 de agosto de 2011",0.0002310,udp,147.32.84.59,53129,<->,147.32.80.9,53,CON,0,0,2,231,80,flow=Background
"jueves, 18 de agosto de 2011",0.0004120,udp,147.32.84.59,50605,<->,147.32.80.9,53,CON,0,0,2,563,75,flow=Background
"jueves, 18 de agosto de 2011",0.0004270,udp,147.32.84.59,41542,<->,147.32.80.9,53,CON,0,0,2,573,80,flow=Background
"jueves, 18 de agosto de 2011",0.0003020,udp,147.32.84.59,48023,<->,147.32.80.9,53,CON,0,0,2,230,78,flow=Background
"jueves, 18 de agosto de 2011",0.0002310,udp,147.32.84.59,58328,<->,147.32.80.9,53,CON,0,0,2,234,75,flow=Background
"jueves, 18 de agosto de 2011",0.0002690,udp,147.32.84.59,54551,<->,147.32.80.9,53,CON,0,0,2,396,78,flow=Background
"jueves, 18 de agosto de 2011",0.0004010,udp,147.32.84.59,58599,<->,147.32.80.9,53,CON,0,0,2,576,75,flow=Background
"jueves, 18 de agosto de 2011",0.0003180,udp,147.32.84.59,34318,<->,147.32.80.9,53,CON,0,0,2,236,80,flow=Background
"jueves, 18 de agosto de 2011",0.0001990,udp,147.32.84.59,43468,<->,147.32.80.9,53,CON,0,0,2,200,75,flow=Background
"jueves, 18 de agosto de 2011",0.0223870,udp,147.32.84.59,46078,<->,147.32.80.9,53,CON,0,0,2,578,80,flow=Background
"jueves, 18 de agosto de 2011",0.0002840,udp,147.32.84.59,53200,<->,147.32.80.9,53,CON,0,0,2,226,88,flow=Background
"jueves, 18 de agosto de 2011",0.0004240,udp,147.32.84.59,51027,<->,147.32.80.9,53,CON,0,0,2,542,75,flow=Background
"jueves, 18 de agosto de 2011",0.0002430,udp,147.32.84.59,43397,<->,147.32.80.9,53,CON,0,0,2,223,76,flow=Background
"jueves, 18 de agosto de 2011",0.0004870,udp,147.32.84.59,38817,<->,147.32.80.9,53,CON,0,0,2,565,76,flow=Background
"jueves, 18 de agosto de 2011",0.0003040,udp,147.32.84.59,36643,<->,147.32.80.9,53,CON,0,0,2,227,77,flow=Background
"jueves, 18 de agosto de 2011",0.0004200,udp,147.32.84.59,38076,<->,147.32.80.9,53,CON,0,0,2,409,77,flow=Background
"jueves, 18 de agosto de 2011",0.0002520,udp,147.32.84.59,39536,<->,147.32.80.9,53,CON,0,0,2,190,70,flow=Background
"jueves, 18 de agosto de 2011",0.0002860,udp,147.32.84.59,33770,<->,147.32.80.9,53,CON,0,0,2,216,83,flow=Background
"jueves, 18 de agosto de 2011",0.0003330,udp,147.32.84.59,36633,<->,147.32.80.9,53,CON,0,0,2,372,70,flow=Background
"jueves, 18 de agosto de 2011",0.0002490,udp,147.32.84.59,54431,<->,147.32.80.9,53,CON,0,0,2,229,79,flow=Background
"jueves, 18 de agosto de 2011",0.0003440,udp,147.32.84.59,55397,<->,147.32.80.9,53,CON,0,0,2,571,79,flow=Background
"jueves, 18 de agosto de 2011",0.2915530,udp,147.32.84.59,51421,<->,147.32.80.9,53,CON,0,0,2,200,70,flow=Background
"jueves, 18 de agosto de 2011",0.0004100,udp,147.32.84.59,44980,<->,147.32.80.9,53,CON,0,0,2,266,90,flow=Background
"jueves, 18 de agosto de 2011",0.0003570,udp,147.32.84.59,59788,<->,147.32.80.9,53,CON,0,0,2,368,90,flow=Background
"jueves, 18 de agosto de 2011",0.0736130,udp,147.32.84.59,46866,<->,147.32.80.9,53,CON,0,0,2,211,76,flow=Background
"jueves, 18 de agosto de 2011",0.0002840,udp,147.32.84.59,59137,<->,147.32.80.9,53,CON,0,0,2,228,89,flow=Background
"jueves, 18 de agosto de 2011",0.0473940,udp,147.32.84.59,38877,<->,147.32.80.9,53,CON,0,0,2,233,76,flow=Background
"jueves, 18 de agosto de 2011",0.0534480,udp,147.32.84.59,36059,<->,147.32.80.9,53,CON,0,0,2,200,70,flow=Background
"jueves, 18 de agosto de 2011",0.0083150,tcp,147.32.85.7,58849,<?>,74.125.232.200,443,FPA_FA,0,0,5,357,225,flow=Background
"jueves, 18 de agosto de 2011",0.0002150,udp,147.32.84.59,48645,<->,147.32.80.9,53,CON,0,0,2,216,83,flow=Background
"jueves, 18 de agosto de 2011",0.0325730,udp,147.32.84.59,50818,<->,147.32.80.9,53,CON,0,0,2,210,70,flow=Background
"jueves, 18 de agosto de 2011",0.2324790,udp,147.32.84.59,55992,<->,147.32.80.9,53,CON,0,0,2,150,75,flow=Background
"jueves, 18 de agosto de 2011",0.0593700,udp,147.32.84.59,46527,<->,147.32.80.9,53,CON,0,0,2,206,73,flow=Background
"jueves, 18 de agosto de 2011",0.0003130,udp,147.32.84.138,58612,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002480,udp,147.32.84.138,59652,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0003360,udp,147.32.84.138,51447,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002850,udp,147.32.84.59,40405,<->,147.32.80.9,53,CON,0,0,2,222,86,flow=Background
"jueves, 18 de agosto de 2011",0.0002370,udp,147.32.84.138,33250,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.8362300,udp,147.32.84.59,50077,<->,147.32.80.9,53,CON,0,0,2,202,73,flow=Background
"jueves, 18 de agosto de 2011",0.0001990,udp,147.32.84.138,40737,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0315190,udp,147.32.84.59,60643,<->,147.32.80.9,53,CON,0,0,2,232,70,flow=Background
"jueves, 18 de agosto de 2011",0.0001920,udp,147.32.84.138,42887,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002320,udp,147.32.84.138,58311,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002170,udp,147.32.84.138,55895,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0001420,udp,147.32.84.138,59229,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002450,udp,147.32.84.138,51945,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002660,udp,147.32.84.138,60920,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002060,udp,147.32.84.138,34460,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.5997130,udp,147.32.84.59,19181,<->,147.32.80.9,53,CON,0,0,2,321,85,flow=Background
"jueves, 18 de agosto de 2011",0.0004790,udp,147.32.84.59,60470,<->,147.32.80.9,53,CON,0,0,2,312,77,flow=Background
"jueves, 18 de agosto de 2011",0.0004200,udp,147.32.84.59,62398,<->,147.32.80.9,53,CON,0,0,2,224,77,flow=Background
"jueves, 18 de agosto de 2011",0.0003600,udp,147.32.84.59,50431,<->,147.32.80.9,53,CON,0,0,2,296,76,flow=Background
"jueves, 18 de agosto de 2011",0.0003730,udp,147.32.84.59,58660,<->,147.32.80.9,53,CON,0,0,2,255,76,flow=Background
"jueves, 18 de agosto de 2011",0.0003200,udp,147.32.84.59,33630,<->,147.32.80.9,53,CON,0,0,2,226,88,flow=Background
"jueves, 18 de agosto de 2011",0.0003360,udp,147.32.84.59,48638,<->,147.32.80.9,53,CON,0,0,2,542,75,flow=Background
"jueves, 18 de agosto de 2011",0.0579050,udp,147.32.84.59,45290,<->,147.32.80.9,53,CON,0,0,2,224,82,flow=Background
"jueves, 18 de agosto de 2011",0.0001760,udp,147.32.85.89,49115,<->,147.32.80.9,53,CON,0,0,2,204,77,flow=Background
"jueves, 18 de agosto de 2011",0.0002790,udp,147.32.84.59,38091,<->,147.32.80.9,53,CON,0,0,2,240,95,flow=Background
"jueves, 18 de agosto de 2011",0.0350090,udp,147.32.84.59,54643,<->,147.32.80.9,53,CON,0,0,2,224,82,flow=Background
"jueves, 18 de agosto de 2011",0.0632690,udp,147.32.84.59,54617,<->,147.32.80.9,53,CON,0,0,2,314,80,flow=Background
"jueves, 18 de agosto de 2011",0.0331890,udp,147.32.84.59,40787,<->,147.32.80.9,53,CON,0,0,2,434,80,flow=Background
"jueves, 18 de agosto de 2011",0.0914990,udp,147.32.84.59,46661,<->,147.32.80.9,53,CON,0,0,2,237,80,flow=Background
"jueves, 18 de agosto de 2011",0.0002640,udp,147.32.85.34,52006,<->,147.32.80.9,53,CON,0,0,2,322,84,flow=Background
"jueves, 18 de agosto de 2011",0.0004220,udp,147.32.85.34,63664,<->,147.32.80.9,53,CON,0,0,2,323,85,flow=Background
"jueves, 18 de agosto de 2011",0.0002690,udp,147.32.85.34,62011,<->,147.32.80.9,53,CON,0,0,2,294,78,flow=Background
"jueves, 18 de agosto de 2011",0.0100250,udp,147.32.86.15,63743,<->,147.32.80.9,53,CON,0,0,2,256,76,flow=Background
"jueves, 18 de agosto de 2011",0.0003820,udp,147.32.85.34,53627,<->,147.32.80.9,53,CON,0,0,2,292,77,flow=Background
"jueves, 18 de agosto de 2011",0.0003440,udp,147.32.86.15,61399,<->,147.32.80.9,53,CON,0,0,2,231,91,flow=Background
"jueves, 18 de agosto de 2011",0.0193820,udp,147.32.86.15,54131,<->,147.32.80.9,53,CON,0,0,2,252,91,flow=Background
"jueves, 18 de agosto de 2011",0.0006300,udp,147.32.86.15,56837,<->,147.32.80.9,53,CON,0,0,2,223,87,flow=Background
"jueves, 18 de agosto de 2011",0.0004300,udp,147.32.86.15,60866,<->,147.32.80.9,53,CON,0,0,2,481,76,flow=Background
"jueves, 18 de agosto de 2011",0.0003810,udp,147.32.86.15,53843,<->,147.32.80.9,53,CON,0,0,2,244,87,flow=Background
"jueves, 18 de agosto de 2011",0.0004470,udp,147.32.84.59,55675,<->,147.32.80.9,53,CON,0,0,2,308,80,flow=Background
"jueves, 18 de agosto de 2011",0.1079280,udp,147.32.84.59,44652,<->,147.32.80.9,53,CON,0,0,2,208,82,flow=Background
"jueves, 18 de agosto de 2011",0.0005170,udp,147.32.86.20,63048,<->,147.32.80.9,53,CON,0,0,2,284,76,flow=Background
"jueves, 18 de agosto de 2011",0.0003680,udp,147.32.84.59,48444,<->,147.32.80.9,53,CON,0,0,2,240,95,flow=Background
"jueves, 18 de agosto de 2011",0.0003970,udp,147.32.84.59,41073,<->,147.32.80.9,53,CON,0,0,2,262,82,flow=Background
"jueves, 18 de agosto de 2011",0.0914720,udp,147.32.84.59,35668,<->,147.32.80.9,53,CON,0,0,2,291,75,flow=Background
"jueves, 18 de agosto de 2011",0.0156930,udp,147.32.84.59,42333,<->,147.32.80.9,53,CON,0,0,2,209,79,flow=Background
"jueves, 18 de agosto de 2011",0.0003810,udp,147.32.84.59,35980,<->,147.32.80.9,53,CON,0,0,2,234,92,flow=Background
"jueves, 18 de agosto de 2011",0.0003260,udp,147.32.84.59,56483,<->,147.32.80.9,53,CON,0,0,2,228,79,flow=Background
"jueves, 18 de agosto de 2011",0.0003750,udp,147.32.85.34,63346,<->,147.32.80.9,53,CON,0,0,2,322,84,flow=Background
"jueves, 18 de agosto de 2011",0.0002360,udp,147.32.85.34,54654,<->,147.32.80.9,53,CON,0,0,2,323,85,flow=Background
"jueves, 18 de agosto de 2011",0.0002760,udp,147.32.85.34,58940,<->,147.32.80.9,53,CON,0,0,2,294,78,flow=Background
"jueves, 18 de agosto de 2011",0.0002810,udp,147.32.85.34,63704,<->,147.32.80.9,53,CON,0,0,2,292,77,flow=Background
"jueves, 18 de agosto de 2011",0.0194590,udp,147.32.84.59,45716,<->,147.32.80.9,53,CON,0,0,2,457,85,flow=Background
"jueves, 18 de agosto de 2011",0.0430000,udp,147.32.84.59,45330,<->,147.32.80.9,53,CON,0,0,2,555,75,flow=Background
"jueves, 18 de agosto de 2011",0.0171420,udp,147.32.84.59,39822,<->,147.32.80.9,53,CON,0,0,2,208,79,flow=Background
"jueves, 18 de agosto de 2011",0.0003120,udp,147.32.84.59,60134,<->,147.32.80.9,53,CON,0,0,2,234,92,flow=Background
